DF,DL,MUNICIPIO,LOCALIDAD,SECCION,TIPO,CASILLA,UBICACION
6,10,4) TIJUANA,1) TIJUANA,761,B,761 B,"ESCUELA PRIMARIA FEDERAL IGNACIO MANUEL ALTAMIRANO TURNO MATUTINO, AVENIDA SANTA MARÍA DEL MAR, NÚMERO 5127, FRACCIONAMIENTO LOMAS MISIÓN, CÓDIGO POSTAL 22530, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE MAR DE CORTÉS"
6,10,4) TIJUANA,1) TIJUANA,761,C1,761 C1,"ESCUELA PRIMARIA FEDERAL IGNACIO MANUEL ALTAMIRANO TURNO MATUTINO, AVENIDA SANTA MARÍA DEL MAR, NÚMERO 5127, FRACCIONAMIENTO LOMAS MISIÓN, CÓDIGO POSTAL 22530, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE MAR DE CORTÉS"
6,11,4) TIJUANA,1) TIJUANA,762,B,762 B,"DOMICILIO PARTICULAR, CALLE CAÑÓN RUBÉN AMAYA, NÚMERO 658, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ESQUINA CON CALLE QUINTO BATALLÓN"
6,11,4) TIJUANA,1) TIJUANA,762,C1,762 C1,"DOMICILIO PARTICULAR, CALLE CAÑÓN RUBÉN AMAYA, NÚMERO 658, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ESQUINA CON CALLE QUINTO BATALLÓN"
6,11,4) TIJUANA,1) TIJUANA,763,B,763 B,"ESCUELA PRIMARIA 5 DE FEBRERO TURNO MATUTINO, AVENIDA VENUSTIANO CARRANZA, NÚMERO 1650, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE 5 DE MAYO Y CALLE 16 DE SEPTIEMBRE"
6,11,4) TIJUANA,1) TIJUANA,763,C1,763 C1,"ESCUELA PRIMARIA 5 DE FEBRERO TURNO MATUTINO, AVENIDA VENUSTIANO CARRANZA, NÚMERO 1650, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE 5 DE MAYO Y CALLE 16 DE SEPTIEMBRE"
6,11,4) TIJUANA,1) TIJUANA,764,B,764 B,"AUTOPARTES CÁRDENAS, CALLE 5 DE MAYO, NÚMERO 2026 LOCAL 1, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA VENUSTIANO CARRANZA"
6,11,4) TIJUANA,1) TIJUANA,764,C1,764 C1,"AUTOPARTES CÁRDENAS, CALLE 5 DE MAYO, NÚMERO 2026 LOCAL 1, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA VENUSTIANO CARRANZA"
6,11,4) TIJUANA,1) TIJUANA,764,C2,764 C2,"AUTOPARTES CÁRDENAS, CALLE 5 DE MAYO, NÚMERO 2026 LOCAL 1, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA VENUSTIANO CARRANZA"
6,11,4) TIJUANA,1) TIJUANA,764,C3,764 C3,"AUTOPARTES CÁRDENAS, CALLE 5 DE MAYO, NÚMERO 2026 LOCAL 1, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA VENUSTIANO CARRANZA"
6,11,4) TIJUANA,1) TIJUANA,764,C4,764 C4,"AUTOPARTES CÁRDENAS, CALLE 5 DE MAYO, NÚMERO 2026 LOCAL 1, COLONIA LÁZARO CÁRDENAS, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA VENUSTIANO CARRANZA"
6,11,4) TIJUANA,1) TIJUANA,765,B,765 B,"OXXO OLIMPO, BOULEVARD EL MIRADOR, NÚMERO 1206, FRACCIONAMIENTO EL MIRADOR, CÓDIGO POSTAL 22520, TIJUANA, BAJA CALIFORNIA, ESQUINA BAHÍA SAN CRISTÓBAL"
6,11,4) TIJUANA,1) TIJUANA,765,C1,765 C1,"OXXO OLIMPO, BOULEVARD EL MIRADOR, NÚMERO 1206, FRACCIONAMIENTO EL MIRADOR, CÓDIGO POSTAL 22520, TIJUANA, BAJA CALIFORNIA, ESQUINA BAHÍA SAN CRISTÓBAL"
6,10,4) TIJUANA,1) TIJUANA,766,B,766 B,"OXXO LOS ALTOS DOS, AVENIDA EMILIO ZOLA, NÚMERO 1212, FRACCIONAMIENTO LOS ALTOS, CÓDIGO POSTAL 22536, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE MANUEL M. FLORES"
6,10,4) TIJUANA,1) TIJUANA,766,C1,766 C1,"OXXO LOS ALTOS DOS, AVENIDA EMILIO ZOLA, NÚMERO 1212, FRACCIONAMIENTO LOS ALTOS, CÓDIGO POSTAL 22536, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE MANUEL M. FLORES"
6,10,4) TIJUANA,1) TIJUANA,766,C2,766 C2,"OXXO LOS ALTOS DOS, AVENIDA EMILIO ZOLA, NÚMERO 1212, FRACCIONAMIENTO LOS ALTOS, CÓDIGO POSTAL 22536, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE MANUEL M. FLORES"
6,10,4) TIJUANA,1) TIJUANA,766,C3,766 C3,"OXXO LOS ALTOS DOS, AVENIDA EMILIO ZOLA, NÚMERO 1212, FRACCIONAMIENTO LOS ALTOS, CÓDIGO POSTAL 22536, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE MANUEL M. FLORES"
6,10,4) TIJUANA,1) TIJUANA,767,B,767 B,"OXXO LOS ALTOS, AVENIDA LICENCIADO MARTÍN CAREAGA, NÚMERO 1216, FRACCIONAMIENTO LOS ALTOS, CÓDIGO POSTAL 22536, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE VICENTE RIVA PALACIO"
6,10,4) TIJUANA,1) TIJUANA,767,C1,767 C1,"OXXO LOS ALTOS, AVENIDA LICENCIADO MARTÍN CAREAGA, NÚMERO 1216, FRACCIONAMIENTO LOS ALTOS, CÓDIGO POSTAL 22536, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE VICENTE RIVA PALACIO"
6,10,4) TIJUANA,1) TIJUANA,768,B,768 B,"ASILO PLENITUD RESIDENCIA, CALLE JOSÉ MARÍA LARROQUE, NÚMERO 990, FRACCIONAMIENTO SOLER, CÓDIGO POSTAL 22530, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA JOSÉ MARÍA LARROQUE"
6,10,4) TIJUANA,1) TIJUANA,768,C1,768 C1,"ASILO PLENITUD RESIDENCIA, CALLE JOSÉ MARÍA LARROQUE, NÚMERO 990, FRACCIONAMIENTO SOLER, CÓDIGO POSTAL 22530, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA JOSÉ MARÍA LARROQUE"
6,10,4) TIJUANA,1) TIJUANA,769,B,769 B,"DOMICILIO PARTICULAR, CALLE ALFREDO AGÚNDEZ, NÚMERO 1333, COLONIA UNIÓN, CÓDIGO POSTAL 22534, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE CUARTA Y CALLE QUINTA"
6,10,4) TIJUANA,1) TIJUANA,769,C1,769 C1,"DOMICILIO PARTICULAR, CALLE ALFREDO AGÚNDEZ, NÚMERO 1333, COLONIA UNIÓN, CÓDIGO POSTAL 22534, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE CUARTA Y CALLE QUINTA"
6,10,4) TIJUANA,1) TIJUANA,770,B,770 B,"DOMICILIO PARTICULAR, CALLE ALFREDO AGÚNDEZ, NÚMERO 1524, COLONIA UNIÓN, CÓDIGO POSTAL 22534, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE TERCERA Y CALLE SEGUNDA"
6,10,4) TIJUANA,1) TIJUANA,771,B,771 B,"JARDÍN DE NIÑOS HÉROES DE CHAPULTEPEC TURNO MATUTINO, AVENIDA CITLALTÉPETL, NÚMERO 136, COLONIA SANTA ROSA, CÓDIGO POSTAL 22534, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE JORULLO"
6,10,4) TIJUANA,1) TIJUANA,771,C1,771 C1,"JARDÍN DE NIÑOS HÉROES DE CHAPULTEPEC TURNO MATUTINO, AVENIDA CITLALTÉPETL, NÚMERO 136, COLONIA SANTA ROSA, CÓDIGO POSTAL 22534, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE JORULLO"
6,10,4) TIJUANA,1) TIJUANA,772,B,772 B,"DOMICILIO PARTICULAR, CALLE MILÁN, NÚMERO 6193, COLONIA ROMA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA VIENA"
6,10,4) TIJUANA,1) TIJUANA,772,C1,772 C1,"DOMICILIO PARTICULAR, CALLE MILÁN, NÚMERO 6193, COLONIA ROMA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA VIENA"
6,10,4) TIJUANA,1) TIJUANA,773,B,773 B,"MINI SUPER TRES HERMANOS, CALLE SEGUNDA BENITO JUÁREZ, NÚMERO 6075, COLONIA LINDA VISTA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE MAR AMARILLO"
6,10,4) TIJUANA,1) TIJUANA,773,C1,773 C1,"MINI SUPER TRES HERMANOS, CALLE SEGUNDA BENITO JUÁREZ, NÚMERO 6075, COLONIA LINDA VISTA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE MAR AMARILLO"
6,10,4) TIJUANA,1) TIJUANA,774,B,774 B,"DOMICILIO PARTICULAR, AVENIDA CAÑÓN K, NÚMERO 995, COLONIA LINDA VISTA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE MAR AMARILLO, A UN COSTADO DE ABARROTES CAÑÓN K"
6,10,4) TIJUANA,1) TIJUANA,775,B,775 B,"DOMICILIO PARTICULAR, CALLE RAMPA JAVIER BÁTIZ, NÚMERO 6916, COLONIA ALTAMIRA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA J LUCRECIA TORIZ"
6,10,4) TIJUANA,1) TIJUANA,776,B,776 B,"ESCUELA PRIMARIA FEDERAL ÁLVARO OBREGÓN, CALLE MONTEVIDEO, NÚMERO 252, COLONIA ALTAMIRA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ENTRE AVENIDA BUENOS AIRES Y AVENIDA PARÍS"
6,10,4) TIJUANA,1) TIJUANA,776,C1,776 C1,"ESCUELA PRIMARIA FEDERAL ÁLVARO OBREGÓN, CALLE MONTEVIDEO, NÚMERO 252, COLONIA ALTAMIRA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ENTRE AVENIDA BUENOS AIRES Y AVENIDA PARÍS"
6,10,4) TIJUANA,1) TIJUANA,777,B,777 B,"DOMICILIO PARTICULAR, AVENIDA BUENOS AIRES, NÚMERO 1292, COLONIA ALTAMIRA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE MONTEVIDEO"
6,10,4) TIJUANA,1) TIJUANA,777,C1,777 C1,"DOMICILIO PARTICULAR, AVENIDA BUENOS AIRES, NÚMERO 1292, COLONIA ALTAMIRA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE MONTEVIDEO"
6,10,4) TIJUANA,1) TIJUANA,778,B,778 B,"CALIMAX SEGUNDA, CALLE SEGUNDA BENITO JUÁREZ, NÚMERO 7216, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA H CRISTÓBAL COLÓN"
6,10,4) TIJUANA,1) TIJUANA,778,C1,778 C1,"CALIMAX SEGUNDA, CALLE SEGUNDA BENITO JUÁREZ, NÚMERO 7216, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA H CRISTÓBAL COLÓN"
6,10,4) TIJUANA,1) TIJUANA,779,B,779 B,"PREPARATORIA Y UNIVERSIDAD SUPERIOR DEL NOROESTE, CALLE SEGUNDA BENITO JUÁREZ, NÚMERO 7575, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ENTRE CALLEJÓN 5 DE MAYO Y AVENIDA F 5 DE MAYO"
6,10,4) TIJUANA,1) TIJUANA,779,C1,779 C1,"PREPARATORIA Y UNIVERSIDAD SUPERIOR DEL NOROESTE, CALLE SEGUNDA BENITO JUÁREZ, NÚMERO 7575, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ENTRE CALLEJÓN 5 DE MAYO Y AVENIDA F 5 DE MAYO"
6,10,4) TIJUANA,1) TIJUANA,780,B,780 B,"UNIDAD MÉDICA Y DENTAL, CALLE TERCERA CARRILLO PUERTO, NÚMERO 7695, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA E MUTUALISMO"
6,10,4) TIJUANA,1) TIJUANA,781,B,781 B,"INSTITUTO MUNICIPAL DE ARTE Y CULTURA, CALLE SEGUNDA BENITO JUÁREZ, SIN NÚMERO, ZONA CENTRO, ESQUINA, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA B CONSTITUCIÓN"
6,10,4) TIJUANA,1) TIJUANA,782,B,782 B,"CALIMAX QUINTA, CALLE QUINTA EMILIANO ZAPATA, NÚMERO 8009, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA C NIÑOS HEROES"
6,10,4) TIJUANA,1) TIJUANA,783,B,783 B,"ESCUELA PRIMARIA MIGUEL F. MARTÍNEZ TURNO MATUTINO, CALLE QUINTA EMILIANO ZAPATA, NÚMERO 7800, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ENTRE AVENIDA E MUTUALISMO Y AVENIDA D MIGUEL F. MARTÍNEZ"
6,10,4) TIJUANA,1) TIJUANA,783,C1,783 C1,"ESCUELA PRIMARIA MIGUEL F. MARTÍNEZ TURNO MATUTINO, CALLE QUINTA EMILIANO ZAPATA, NÚMERO 7800, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ENTRE AVENIDA E MUTUALISMO Y AVENIDA D MIGUEL F. MARTÍNEZ"
6,10,4) TIJUANA,1) TIJUANA,784,B,784 B,"BIBLIOTECA PÚBLICA IGNACIO ZARAGOZA, AVENIDA G GONZÁLEZ ORTEGA, NÚMERO 930, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE TERCERA CARRILLO PUERTO Y CALLE CUARTA SALVADOR DÍAZ MIRÓN"
6,10,4) TIJUANA,1) TIJUANA,784,E1,784 E1,"PARQUE TENIENTE GUERRERO, CALLE CARRILLO PUERTO Y TERCERA, SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA BAJA CALIFORNIA, CALLE TERCERA ENTRE AVENIDA G Y CALLE 5 DE MAYO"
6,10,4) TIJUANA,1) TIJUANA,785,B,785 B,"JAMAU ESTÉTICA Y BAZAR, CALLE SEXTA FLORES MAGÓN, NÚMERO 7487, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ESQUINA CERRADA 5 DE MAYO"
6,10,4) TIJUANA,1) TIJUANA,785,C1,785 C1,"JAMAU ESTÉTICA Y BAZAR, CALLE SEXTA FLORES MAGÓN, NÚMERO 7487, ZONA CENTRO, CÓDIGO POSTAL 22000, TIJUANA, BAJA CALIFORNIA, ESQUINA CERRADA 5 DE MAYO"
6,10,4) TIJUANA,1) TIJUANA,786,B,786 B,"DOMICILIO PARTICULAR, AVENIDA REFORMA, NÚMERO 1790, COLONIA AZCONA, CÓDIGO POSTAL 22055, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE IGNACIO ALLENDE Y CALLE ABASOLO"
6,10,4) TIJUANA,1) TIJUANA,786,C1,786 C1,"DOMICILIO PARTICULAR, AVENIDA REFORMA, NÚMERO 1790, COLONIA AZCONA, CÓDIGO POSTAL 22055, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE IGNACIO ALLENDE Y CALLE ABASOLO"
6,10,4) TIJUANA,1) TIJUANA,787,B,787 B,"FERRETERÍA J.C., AVENIDA GÉNOVA, NÚMERO 6570 A, COLONIA ALTAMIRA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA PARÍS"
6,10,4) TIJUANA,1) TIJUANA,787,C1,787 C1,"FERRETERÍA J.C., AVENIDA GÉNOVA, NÚMERO 6570 A, COLONIA ALTAMIRA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA PARÍS"
6,10,4) TIJUANA,1) TIJUANA,788,B,788 B,"CARNICERÍA MINI MARKET LOS CUATES, AVENIDA LONDRES, NÚMERO 1709, COLONIA ALTAMIRA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE GÉNOVA"
6,10,4) TIJUANA,1) TIJUANA,789,B,789 B,"OXXO TURÍN, CALLE PARMA, NÚMERO 5875, COLONIA ROMA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA TRÍPOLI"
6,10,4) TIJUANA,1) TIJUANA,789,C1,789 C1,"OXXO TURÍN, CALLE PARMA, NÚMERO 5875, COLONIA ROMA, CÓDIGO POSTAL 22054, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA TRÍPOLI"
6,10,4) TIJUANA,1) TIJUANA,790,B,790 B,"ESCUELA PRIMARIA AQUILES SERDÁN TURNO MATUTINO, AVENIDA MULEGÉ 1710, COLONIA HERRERA CÓDIGO POSTAL 22534, TIJUANA BAJA CALIFORNIA, ESQUINA CALLE GUAYCURA"
6,10,4) TIJUANA,1) TIJUANA,790,C1,790 C1,"ESCUELA PRIMARIA AQUILES SERDÁN TURNO MATUTINO, AVENIDA MULEGÉ 1710, COLONIA HERRERA CÓDIGO POSTAL 22534, TIJUANA BAJA CALIFORNIA, ESQUINA CALLE GUAYCURA"
6,10,4) TIJUANA,1) TIJUANA,791,B,791 B,"OXXO MULEGÉ, AVENIDA MULEGÉ, NÚMERO 1535, COLONIA ANEXA HERRERA, CÓDIGO POSTAL 22614, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE COCHIMIES"
6,10,4) TIJUANA,1) TIJUANA,792,B,792 B,"ABARROTES Y MISCELANEA CALIFORNIA, CALLE PENSADOR MEXICANO, NÚMERO 16, COLONIA UNIÓN, CÓDIGO POSTAL 22534, TIJUANA, BAJA CALIFORNIA, ENTRE AVENIDA BAJA CALIFORNIA Y PROLONGACIÓN PENSADOR MEXICANO"
6,10,4) TIJUANA,1) TIJUANA,792,C1,792 C1,"ABARROTES Y MISCELANEA CALIFORNIA, CALLE PENSADOR MEXICANO, NÚMERO 16, COLONIA UNIÓN, CÓDIGO POSTAL 22534, TIJUANA, BAJA CALIFORNIA, ENTRE AVENIDA BAJA CALIFORNIA Y PROLONGACIÓN PENSADOR MEXICANO"
6,10,4) TIJUANA,1) TIJUANA,793,B,793 B,"SUBDELEGACIÓN MUNICIPAL LOMAS DEL PORVENIR, AVENIDA TRANSPENINSULAR, NÚMERO 6, COLONIA LOMAS DEL PORVENIR, CÓDIGO POSTAL 22535, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA MAR DE CORTEZ"
6,10,4) TIJUANA,1) TIJUANA,794,B,794 B,"OXXO PORVENIR, AVENIDA TRANPENINSULAR NÚMERO 4 A, COLONIA LOMAS DEL PORVENIR, CÓDIGO POSTAL 22535, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA MAR DE CORTEZ"
6,10,4) TIJUANA,1) TIJUANA,794,C1,794 C1,"OXXO PORVENIR, AVENIDA TRANPENINSULAR NÚMERO 4 A, COLONIA LOMAS DEL PORVENIR, CÓDIGO POSTAL 22535, TIJUANA, BAJA CALIFORNIA, ESQUINA AVENIDA MAR DE CORTEZ"
6,10,4) TIJUANA,1) TIJUANA,795,B,795 B,"ESCUELA PRIMARIA BENITO JUÁREZ TURNO MATUTINO, CALLE SOR JUANA INÉS DE LA CRUZ, NÚMERO 3789, FRACCIONAMIENTO LOS ALTOS, CÓDIGO POSTAL 22536, TIJUANA, BAJA CALIFORNIA, FRENTE AVENIDA EMILIO ZOLA"
6,10,4) TIJUANA,1) TIJUANA,795,C1,795 C1,"ESCUELA PRIMARIA BENITO JUÁREZ TURNO MATUTINO, CALLE SOR JUANA INÉS DE LA CRUZ, NÚMERO 3789, FRACCIONAMIENTO LOS ALTOS, CÓDIGO POSTAL 22536, TIJUANA, BAJA CALIFORNIA, FRENTE AVENIDA EMILIO ZOLA"
6,11,4) TIJUANA,1) TIJUANA,796,B,796 B,"ESCUELA PRIMARIA J. JESÚS SOLÓRZANO CASTREJÓN TURNO MATUTINO, AVENIDA BAHÍA LA PAZ, NÚMERO 578, COLONIA LOMAS DEL MIRADOR, CÓDIGO POSTAL 22520, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE BAHÍA SANTA INÉS Y CALLE CABO SAN LUCAS"
6,11,4) TIJUANA,1) TIJUANA,796,C1,796 C1,"ESCUELA PRIMARIA J. JESÚS SOLÓRZANO CASTREJÓN TURNO MATUTINO, AVENIDA BAHÍA LA PAZ, NÚMERO 578, COLONIA LOMAS DEL MIRADOR, CÓDIGO POSTAL 22520, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE BAHÍA SANTA INÉS Y CALLE CABO SAN LUCAS"
6,11,4) TIJUANA,1) TIJUANA,797,B,797 B,"DOMICILIO PARTICULAR ANTES HAMBURGUESAS XICO, AVENIDA AGUSTÍN PÉREZ RIVERO, NÚMERO 2953, COLONIA XICOTÉNCATL LEYVA ALEMÁN, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE ALBERTO BUSTAMANTE Y RAMPA BANDERA NACIONAL"
6,11,4) TIJUANA,1) TIJUANA,797,C1,797 C1,"DOMICILIO PARTICULAR ANTES HAMBURGUESAS XICO, AVENIDA AGUSTÍN PÉREZ RIVERO, NÚMERO 2953, COLONIA XICOTÉNCATL LEYVA ALEMÁN, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE ALBERTO BUSTAMANTE Y RAMPA BANDERA NACIONAL"
6,11,4) TIJUANA,1) TIJUANA,797,C2,797 C2,"DOMICILIO PARTICULAR ANTES HAMBURGUESAS XICO, AVENIDA AGUSTÍN PÉREZ RIVERO, NÚMERO 2953, COLONIA XICOTÉNCATL LEYVA ALEMÁN, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE ALBERTO BUSTAMANTE Y RAMPA BANDERA NACIONAL"
6,11,4) TIJUANA,1) TIJUANA,797,C3,797 C3,"DOMICILIO PARTICULAR ANTES HAMBURGUESAS XICO, AVENIDA AGUSTÍN PÉREZ RIVERO, NÚMERO 2953, COLONIA XICOTÉNCATL LEYVA ALEMÁN, CÓDIGO POSTAL 22510, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE ALBERTO BUSTAMANTE Y RAMPA BANDERA NACIONAL"
6,11,4) TIJUANA,1) TIJUANA,798,B,798 B,"CENTRO COMUNITARIO RANCHO LAS FLORES, AVENIDA JAZMINEZ, SIN NÚMERO, COLONIA RANCHO LAS FLORES, CÓDIGO POSTAL 22526, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLEJÓN CLAVELES"
6,11,4) TIJUANA,1) TIJUANA,798,C1,798 C1,"CENTRO COMUNITARIO RANCHO LAS FLORES, AVENIDA JAZMINEZ, SIN NÚMERO, COLONIA RANCHO LAS FLORES, CÓDIGO POSTAL 22526, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLEJÓN CLAVELES"
6,11,4) TIJUANA,1) TIJUANA,798,C2,798 C2,"CENTRO COMUNITARIO RANCHO LAS FLORES, AVENIDA JAZMINEZ, SIN NÚMERO, COLONIA RANCHO LAS FLORES, CÓDIGO POSTAL 22526, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLEJÓN CLAVELES"
6,11,4) TIJUANA,1) TIJUANA,798,C3,798 C3,"CENTRO COMUNITARIO RANCHO LAS FLORES, AVENIDA JAZMINEZ, SIN NÚMERO, COLONIA RANCHO LAS FLORES, CÓDIGO POSTAL 22526, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLEJÓN CLAVELES"
6,11,4) TIJUANA,1) TIJUANA,798,C4,798 C4,"CENTRO COMUNITARIO RANCHO LAS FLORES, AVENIDA JAZMINEZ, SIN NÚMERO, COLONIA RANCHO LAS FLORES, CÓDIGO POSTAL 22526, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLEJÓN CLAVELES"
6,11,4) TIJUANA,1) TIJUANA,799,B,799 B,"DOMICILIO PARTICULAR, CALLE CABO SAN LUCAS, NÚMERO 3413, FRACCIONAMIENTO EL MIRADOR, CÓDIGO POSTAL 22520, TIJUANA, BAJA CALIFORNIA, ESQUINA CON AVENIDA BAHÍA LA PAZ"
6,11,4) TIJUANA,1) TIJUANA,799,C1,799 C1,"DOMICILIO PARTICULAR, CALLE CABO SAN LUCAS, NÚMERO 3413, FRACCIONAMIENTO EL MIRADOR, CÓDIGO POSTAL 22520, TIJUANA, BAJA CALIFORNIA, ESQUINA CON AVENIDA BAHÍA LA PAZ"
6,10,4) TIJUANA,1) TIJUANA,800,B,800 B,"OXXO TIZOC, AVENIDA CUITLÁHUAC, NÚMERO 4631, FRACCIONAMIENTO LAS PALMERAS, CÓDIGO POSTAL 22535, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE BATALLÓN DE SAN BLAS"
6,10,4) TIJUANA,1) TIJUANA,800,C1,800 C1,"OXXO TIZOC, AVENIDA CUITLÁHUAC, NÚMERO 4631, FRACCIONAMIENTO LAS PALMERAS, CÓDIGO POSTAL 22535, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE BATALLÓN DE SAN BLAS"
6,10,4) TIJUANA,1) TIJUANA,800,C2,800 C2,"OXXO TIZOC, AVENIDA CUITLÁHUAC, NÚMERO 4631, FRACCIONAMIENTO LAS PALMERAS, CÓDIGO POSTAL 22535, TIJUANA, BAJA CALIFORNIA, ESQUINA CALLE BATALLÓN DE SAN BLAS"
6,10,4) TIJUANA,1) TIJUANA,801,B,801 B,"CENTRO SOCIAL A.C., AVENIDA BAHÍA KINO, NÚMERO 66, COLONIA LOMAS DEL PORVENIR, CÓDIGO POSTAL 22535, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE SAUZAL Y CALLE BATALLÓN DE SAN BLAS"
6,10,4) TIJUANA,1) TIJUANA,801,C1,801 C1,"CENTRO SOCIAL A.C., AVENIDA BAHÍA KINO, NÚMERO 66, COLONIA LOMAS DEL PORVENIR, CÓDIGO POSTAL 22535, TIJUANA, BAJA CALIFORNIA, ENTRE CALLE SAUZAL Y CALLE BATALLÓN DE SAN BLAS"
