DF,DL,MUNICIPIO,LOCALIDAD,SECCION,TIPO,CASILLA,UBICACION
1,2,2,1) MEXICALI,398,C12,398 C12,"UNIVERSIDAD XOCHICALCO CAMPUS MEXICALI, CALLE NOVENA, NÚMERO 1199, COLONIA PLUTARCO ELÍAS CALLES, CÓDIGO POSTAL 21376, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PRINCIPAL DE FRACCIONAMIENTO SEGOVIA Y CALLE ABADEZ"
1,2,2,1) MEXICALI,398,C13,398 C13,"UNIVERSIDAD XOCHICALCO CAMPUS MEXICALI, CALLE NOVENA, NÚMERO 1199, COLONIA PLUTARCO ELÍAS CALLES, CÓDIGO POSTAL 21376, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PRINCIPAL DE FRACCIONAMIENTO SEGOVIA Y CALLE ABADEZ"
1,2,2,1) MEXICALI,398,C14,398 C14,"UNIVERSIDAD XOCHICALCO CAMPUS MEXICALI, CALLE NOVENA, NÚMERO 1199, COLONIA PLUTARCO ELÍAS CALLES, CÓDIGO POSTAL 21376, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PRINCIPAL DE FRACCIONAMIENTO SEGOVIA Y CALLE ABADEZ"
1,2,2,1) MEXICALI,398,C15,398 C15,"UNIVERSIDAD XOCHICALCO CAMPUS MEXICALI, CALLE NOVENA, NÚMERO 1199, COLONIA PLUTARCO ELÍAS CALLES, CÓDIGO POSTAL 21376, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PRINCIPAL DE FRACCIONAMIENTO SEGOVIA Y CALLE ABADEZ"
1,2,2,1) MEXICALI,398,C16,398 C16,"UNIVERSIDAD XOCHICALCO CAMPUS MEXICALI, CALLE NOVENA, NÚMERO 1199, COLONIA PLUTARCO ELÍAS CALLES, CÓDIGO POSTAL 21376, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PRINCIPAL DE FRACCIONAMIENTO SEGOVIA Y CALLE ABADEZ"
1,2,2,1) MEXICALI,398,C17,398 C17,"UNIVERSIDAD XOCHICALCO CAMPUS MEXICALI, CALLE NOVENA, NÚMERO 1199, COLONIA PLUTARCO ELÍAS CALLES, CÓDIGO POSTAL 21376, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PRINCIPAL DE FRACCIONAMIENTO SEGOVIA Y CALLE ABADEZ"
1,2,2,1) MEXICALI,398,C19,398 C19,"UNIVERSIDAD XOCHICALCO CAMPUS MEXICALI, CALLE NOVENA, NÚMERO 1199, COLONIA PLUTARCO ELÍAS CALLES, CÓDIGO POSTAL 21376, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PRINCIPAL DE FRACCIONAMIENTO SEGOVIA Y CALLE ABADEZ"
1,2,2,1) MEXICALI,398,C19,398 C19,"UNIVERSIDAD XOCHICALCO CAMPUS MEXICALI, CALLE NOVENA, NÚMERO 1199, COLONIA PLUTARCO ELÍAS CALLES, CÓDIGO POSTAL 21376, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PRINCIPAL DE FRACCIONAMIENTO SEGOVIA Y CALLE ABADEZ"
1,2,2,1) MEXICALI,398,C20,398 C20,"UNIVERSIDAD XOCHICALCO CAMPUS MEXICALI, CALLE NOVENA, NÚMERO 1199, COLONIA PLUTARCO ELÍAS CALLES, CÓDIGO POSTAL 21376, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PRINCIPAL DE FRACCIONAMIENTO SEGOVIA Y CALLE ABADEZ"
1,2,2,1) MEXICALI,398,C21,398 C21,"UNIVERSIDAD XOCHICALCO CAMPUS MEXICALI, CALLE NOVENA, NÚMERO 1199, COLONIA PLUTARCO ELÍAS CALLES, CÓDIGO POSTAL 21376, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PRINCIPAL DE FRACCIONAMIENTO SEGOVIA Y CALLE ABADEZ"
1,2,2,1) MEXICALI,398,E1,398 E1,"UNIVERSIDAD XOCHICALCO CAMPUS MEXICALI, CALLE NOVENA, NÚMERO 1199, COLONIA PLUTARCO ELÍAS CALLES, CÓDIGO POSTAL 21376, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PRINCIPAL DE FRACCIONAMIENTO SEGOVIA Y CALLE ABADEZ"
1,3,2) MEXICALI,1) MEXICALI,399,B,399 B,"DOMICILIO PARTICULAR, AVENIDA TEZOZÓMOC, NÚMERO 1373, FRACCIONAMIENTO VISTA HERMOSA, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO ACAPONETA Y RÍO PRESIDIO"
1,3,2) MEXICALI,1) MEXICALI,399,C1,399 C1,"DOMICILIO PARTICULAR, AVENIDA TEZOZÓMOC, NÚMERO 1388, FRACCIONAMIENTO VISTA HERMOSA, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO ACAPONETA Y RÍO PRESIDIO"
1,3,2) MEXICALI,1) MEXICALI,400,B,400 B,"CENTRO DE BACHILLERATO TECNOLÓGICO, INDUSTRIAL Y DE SERVICIO CBTIS NÚMERO 21, CALLE RÍO ELOTA, SIN NÚMERO, COLONIA SANTA MARÍA, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ESQUINA VASCO DE QUIROGA"
1,3,2) MEXICALI,1) MEXICALI,400,C1,400 C1,"CENTRO DE BACHILLERATO TECNOLÓGICO, INDUSTRIAL Y DE SERVICIO CBTIS NÚMERO 21, CALLE RÍO ELOTA, SIN NÚMERO, COLONIA SANTA MARÍA, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ESQUINA VASCO DE QUIROGA"
1,3,2) MEXICALI,1) MEXICALI,401,B,401 B,"DOMICILIO PARTICULAR, AVENIDA LUIS DE VELASCO, NÚMERO 761, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO MOCORITO Y RÍO SINALOA"
1,3,2) MEXICALI,1) MEXICALI,401,C1,401 C1,"DOMICILIO PARTICULAR, AVENIDA LUIS DE VELASCO, NÚMERO 761, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO MOCORITO Y RÍO SINALOA"
1,3,2) MEXICALI,1) MEXICALI,402,B,402 B,"COLEGIO ESPAÑOL, AVENIDA TEZOZÓMOC, NÚMERO 400, COLONIA AVIACIÓN, CÓDIGO POSTAL 21230, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RÍO COLORADO"
1,3,2) MEXICALI,1) MEXICALI,402,C1,402 C1,"COLEGIO ESPAÑOL, AVENIDA TEZOZÓMOC, NÚMERO 400, COLONIA AVIACIÓN, CÓDIGO POSTAL 21230, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RÍO COLORADO"
1,3,2) MEXICALI,1) MEXICALI,403,B,403 B,"COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS PLANTEL LOS PINOS, CALLE RÍO MAYO, NÚMERO 501, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA JUAN ESCUTIA Y AVENIDA DOCTOR LUIS MORA"
1,3,2) MEXICALI,1) MEXICALI,403,C1,403 C1,"COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS PLANTEL LOS PINOS, CALLE RÍO MAYO, NÚMERO 501, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA JUAN ESCUTIA Y AVENIDA DOCTOR LUIS MORA"
1,3,2) MEXICALI,1) MEXICALI,404,B,404 B,"DOMICILIO PARTICULAR, AVENIDA MARIANO ABASOLO, NÚMERO 599, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ENTRADA POR CALLE RÍO FUERTE"
1,3,2) MEXICALI,1) MEXICALI,405,B,405 B,"ESCUELA PRIMARIA AÑO DE LA PATRIA, AVENIDA IGNACIO ALLENDE, NÚMERO 803, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ESQUINA CON RÍO SINALOA"
1,3,2) MEXICALI,1) MEXICALI,406,B,406 B,"DOMICILIO PARTICULAR, AVENIDA MARIANO MATAMOROS, NÚMERO 926, COLONIA PROHOGAR, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO SAN LORENZO Y CALLE RÍO CULIACÁN"
1,3,2) MEXICALI,1) MEXICALI,406,C1,406 C1,"DOMICILIO PARTICULAR, AVENIDA MARIANO MATAMOROS, NÚMERO 926, COLONIA PROHOGAR, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO SAN LORENZO Y CALLE RÍO CULIACÁN"
1,3,2) MEXICALI,1) MEXICALI,407,B,407 B,"CENTRO DE ATENCIÓN PSICOPEDAGÓGICA DE EDUCACIÓN PREESCOLAR , AVENIDA MARIANO MATAMOROS, SIN NÚMERO, FRACCIONAMIENTO VISTAHERMOSA, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RÍO LORETO"
1,3,2) MEXICALI,1) MEXICALI,407,C1,407 C1,"CENTRO DE ATENCIÓN PSICOPEDAGÓGICA DE EDUCACIÓN PREESCOLAR , AVENIDA MARIANO MATAMOROS, SIN NÚMERO, FRACCIONAMIENTO VISTAHERMOSA, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RÍO LORETO"
1,3,2) MEXICALI,1) MEXICALI,408,B,408 B,"ESCUELA PRIMARIA MAESTRO CARLOS ARZABA, CALLE RÍO ACAPONETA, SIN NÚMERO, COLONIA MIRAFLORES, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA IGNACIO RAMÍREZ"
1,3,2) MEXICALI,1) MEXICALI,408,C1,408 C1,"ESCUELA PRIMARIA MAESTRO CARLOS ARZABA, CALLE RÍO ACAPONETA, SIN NÚMERO, COLONIA MIRAFLORES, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA IGNACIO RAMÍREZ"
1,3,2) MEXICALI,1) MEXICALI,409,B,409 B,"ESCUELA PRIMARIA IV AYUNTAMIENTO NÚMERO 2, AVENIDA IGNACIO RAMÍREZ, SIN NÚMERO, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO CULIACÁN Y RÍO SAN LORENZO"
1,3,2) MEXICALI,1) MEXICALI,409,C1,409 C1,"ESCUELA PRIMARIA IV AYUNTAMIENTO NÚMERO 2, AVENIDA IGNACIO RAMÍREZ, SIN NÚMERO, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO CULIACÁN Y RÍO SAN LORENZO"
1,3,2) MEXICALI,1) MEXICALI,410,B,410 B,"DOMICILIO PARTICULAR, AVENIDA GUADALUPE VICTORIA, NÚMERO 701, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RÍO SINALOA"
1,3,2) MEXICALI,1) MEXICALI,410,C1,410 C1,"DOMICILIO PARTICULAR, AVENIDA GUADALUPE VICTORIA, NÚMERO 701, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RÍO SINALOA"
1,3,2) MEXICALI,1) MEXICALI,411,B,411 B,"COORDINACIÓN DE PROGRAMAS DE APOYO EDUCATIVO, AVENIDA DE LOS ENCINOS, SIN NÚMERO, FRACCIONAMIENTO LOS PINOS, CÓDIGO POSTAL 21230, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE DE LOS EUCALIPTOS"
1,3,2) MEXICALI,1) MEXICALI,411,C1,411 C1,"COORDINACIÓN DE PROGRAMAS DE APOYO EDUCATIVO, AVENIDA DE LOS ENCINOS, SIN NÚMERO, FRACCIONAMIENTO LOS PINOS, CÓDIGO POSTAL 21230, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE DE LOS EUCALIPTOS"
1,3,2) MEXICALI,1) MEXICALI,412,B,412 B,"DOMICILIO PARTICULAR, AVENIDA LEANDRO VALLE, NÚMERO 308, COLONIA PRIMERO DE DICIEMBRE, CÓDIGO POSTAL 21260, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE RÍO SONORA Y CALLE RÍO COLORADO"
1,3,2) MEXICALI,1) MEXICALI,412,C1,412 C1,"DOMICILIO PARTICULAR, AVENIDA LEANDRO VALLE, NÚMERO 308, COLONIA PRIMERO DE DICIEMBRE, CÓDIGO POSTAL 21260, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE RÍO SONORA Y CALLE RÍO COLORADO"
1,3,2) MEXICALI,1) MEXICALI,413,B,413 B,"ANDADOR CREA 638, AVENIDA DEL SINDICATO DE HACIENDA, NÚMERO 638, COLONIA LAS FUENTES, CÓDIGO POSTAL 21260, MEXICALI, BAJA CALIFORNIA, ENTRE RÍO SINALOA Y RÍO FUERTE"
1,3,2) MEXICALI,1) MEXICALI,413,C1,413 C1,"ANDADOR CREA 638, AVENIDA DEL SINDICATO DE HACIENDA, NÚMERO 638, COLONIA LAS FUENTES, CÓDIGO POSTAL 21260, MEXICALI, BAJA CALIFORNIA, ENTRE RÍO SINALOA Y RÍO FUERTE"
1,3,2) MEXICALI,1) MEXICALI,414,B,414 B,"CENTRO DE ATENCIÓN MÚLTIPLE NÚMERO 4, CALLE RÍO SINALOA, SIN NÚMERO, COLONIA AMPLIACIÓN LAS FUENTES, CÓDIGO POSTAL 21260, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA PLAN DE AYUTLA"
1,3,2) MEXICALI,1) MEXICALI,414,C1,414 C1,"CENTRO DE ATENCIÓN MÚLTIPLE NÚMERO 4, CALLE RÍO SINALOA, SIN NÚMERO, COLONIA AMPLIACIÓN LAS FUENTES, CÓDIGO POSTAL 21260, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA PLAN DE AYUTLA"
1,3,2) MEXICALI,1) MEXICALI,415,B,415 B,"ESCUELA PRIMARIA MA. DEL CARMEN PIÑA DE RDZ., AVENIDA SANTOS DEGOLLADO, SIN NÚMERO, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RÍO CULIACÁN"
1,3,2) MEXICALI,1) MEXICALI,415,C1,415 C1,"ESCUELA PRIMARIA MA. DEL CARMEN PIÑA DE RDZ., AVENIDA SANTOS DEGOLLADO, SIN NÚMERO, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RÍO CULIACÁN"
1,3,2) MEXICALI,1) MEXICALI,416,B,416 B,"DOMICILIO PARTICULAR, AVENIDA DOCTOR LUIS MORA, NÚMERO 1140, COLONIA ROMA, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO ELOTA Y RÍO QUELITE"
1,3,2) MEXICALI,1) MEXICALI,416,C1,416 C1,"DOMICILIO PARTICULAR, AVENIDA DOCTOR LUIS MORA, NÚMERO 1140, COLONIA ROMA, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO ELOTA Y RÍO QUELITE"
1,3,2) MEXICALI,1) MEXICALI,417,B,417 B,"ESCUELA SECUNDARIA NÚMERO 45 AÑO DE MORELOS, CALLE RÍO LORETO,NÚMERO 2, COLONIA MIRAFLORES, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS FERNANDO MONTES DE OCA Y VICENTE SUÁREZ"
1,3,2) MEXICALI,1) MEXICALI,417,C1,417 C1,"ESCUELA SECUNDARIA NÚMERO 45 AÑO DE MORELOS, CALLE RÍO LORETO,NÚMERO 2, COLONIA MIRAFLORES, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS FERNANDO MONTES DE OCA Y VICENTE SUÁREZ"
1,2,2,1) MEXICALI,418,B,418 B,"PARQUE EL LIENZO, CALLE DE LAS JUVENTUDES, SIN NÚMERO, FRACCIONAMIENTO EL LIENZO, CÓDIGO POSTAL 21258, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS RIVERA Y AGRÍCOLA"
1,2,2,1) MEXICALI,418,C1,418 C1,"PARQUE EL LIENZO, CALLE DE LAS JUVENTUDES, SIN NÚMERO, FRACCIONAMIENTO EL LIENZO, CÓDIGO POSTAL 21258, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS RIVERA Y AGRÍCOLA"
1,3,2) MEXICALI,1) MEXICALI,419,B,419 B,"DOMICILIO PARTICULAR, CALLE OROZCO Y BERRA, NÚMERO 2030, COLONIA CONSTITUCIÓN, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS DE JESUS GONZÁLEZ ORTEGA Y PLAN DE AYUTLA"
1,3,2) MEXICALI,1) MEXICALI,419,C1,419 C1,"DOMICILIO PARTICULAR, CALLE OROZCO Y BERRA, NÚMERO 2030, COLONIA CONSTITUCIÓN, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS DE JESUS GONZÁLEZ ORTEGA Y PLAN DE AYUTLA"
1,3,2) MEXICALI,1) MEXICALI,420,B,420 B,"ESCUELA PRIMARIA CENTENARIO DE LA CONSTITUCIÓN DE 1857, AVENIDA DE LA CONSTITUCIÓN, SIN NÚMERO, COLONIA CONSTITUCIÓN, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, INTERSECCIÓN CON CALLE MANUEL PAYNO FLORES"
1,3,2) MEXICALI,1) MEXICALI,420,C1,420 C1,"ESCUELA PRIMARIA CENTENARIO DE LA CONSTITUCIÓN DE 1857, AVENIDA DE LA CONSTITUCIÓN, SIN NÚMERO, COLONIA CONSTITUCIÓN, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, INTERSECCIÓN CON CALLE MANUEL PAYNO FLORES"
1,3,2) MEXICALI,1) MEXICALI,421,B,421 B,"DOMICILIO PARTICULAR, AVENIDA JUAN DE LA BARRERA, NÚMERO 1030, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO ELOTA Y RÍO SAN LORENZO"
1,3,2) MEXICALI,1) MEXICALI,421,C1,421 C1,"DOMICILIO PARTICULAR, AVENIDA JUAN DE LA BARRERA, NÚMERO 1030, COLONIA PROHOGAR, CÓDIGO POSTAL 21240, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO ELOTA Y RÍO SAN LORENZO"
1,3,2) MEXICALI,1) MEXICALI,422,B,422 B,"CENTRO COMERCIAL PLAZA FIMBRES, ENTRADA POR PASILLO C, CALZADA FRANCISCO L. MONTEJANO, SIN NÚMERO, COLONIA INSURGENTES OESTE, CÓDIGO POSTAL 21280, MEXICALI, BAJA CALIFORNIA, A UN COSTADO DE TORTAS OMAR"
1,3,2) MEXICALI,1) MEXICALI,422,C1,422 C1,"CENTRO COMERCIAL PLAZA FIMBRES, ENTRADA POR PASILLO C, CALZADA FRANCISCO L. MONTEJANO, SIN NÚMERO, COLONIA INSURGENTES OESTE, CÓDIGO POSTAL 21280, MEXICALI, BAJA CALIFORNIA, A UN COSTADO DE TORTAS OMAR"
1,3,2) MEXICALI,1) MEXICALI,423,B,423 B,"CASA CAMEF JARDINES DEL VALLE, CALLE VALLE DEL CONCHOS, NÚMERO 1098, FRACCIONAMIENTO JARDINES DEL VALLE, CÓDIGO POSTAL 21270, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES VALLE DE BRAVO ESQUINA CON PASEO DEL VALLE"
1,3,2) MEXICALI,1) MEXICALI,423,C1,423 C1,"CASA CAMEF JARDINES DEL VALLE, CALLE VALLE DEL CONCHOS, NÚMERO 1098, FRACCIONAMIENTO JARDINES DEL VALLE, CÓDIGO POSTAL 21270, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES VALLE DE BRAVO ESQUINA CON PASEO DEL VALLE"
1,3,2) MEXICALI,1) MEXICALI,424,B,424 B,"DOMICILIO PARTICULAR, AVENIDA VENUSTIANO CARRANZA, NÚMERO 384, COLONIA SANTA TERESA, CÓDIGO POSTAL 21270, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO TIJUANA Y RÍO SONORA"
1,3,2) MEXICALI,1) MEXICALI,424,C1,424 C1,"DOMICILIO PARTICULAR, AVENIDA VENUSTIANO CARRANZA, NÚMERO 384, COLONIA SANTA TERESA, CÓDIGO POSTAL 21270, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO TIJUANA Y RÍO SONORA"
1,3,2) MEXICALI,1) MEXICALI,425,B,425 B,"DOMICILIO PARTICULAR, AVENIDA FELIPE ÁNGELES, NÚMERO 660, COLONIA VALLARTA, CÓDIGO POSTAL 21270, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE RÍO SINALOA Y CALLE RÍO FUERTE"
1,3,2) MEXICALI,1) MEXICALI,425,C1,425 C1,"DOMICILIO PARTICULAR, AVENIDA FELIPE ÁNGELES, NÚMERO 660, COLONIA VALLARTA, CÓDIGO POSTAL 21270, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE RÍO SINALOA Y CALLE RÍO FUERTE"
1,3,2) MEXICALI,1) MEXICALI,426,B,426 B,"PARQUE PÚBLICO, AVENIDA ÁNGEL FLORES, SIN NÚMERO, COLONIA SANTA ROSALÍA, CÓDIGO POSTAL 21270, MEXICALI, BAJA CALIFORNIA, ENTRE RÍO CULIACÁN Y RÍO SAN LORENZO"
1,3,2) MEXICALI,1) MEXICALI,426,C1,426 C1,"PARQUE PÚBLICO, AVENIDA ÁNGEL FLORES, SIN NÚMERO, COLONIA SANTA ROSALÍA, CÓDIGO POSTAL 21270, MEXICALI, BAJA CALIFORNIA, ENTRE RÍO CULIACÁN Y RÍO SAN LORENZO"
1,3,2) MEXICALI,1) MEXICALI,427,B,427 B,"DOMICILIO PARTICULAR, AVENIDA EMILIANO ZAPATA, NÚMERO 1019, COLONIA PROHOGAR, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO ELOTA Y RÍO SAN LORENZO"
1,3,2) MEXICALI,1) MEXICALI,427,C1,427 C1,"DOMICILIO PARTICULAR, AVENIDA EMILIANO ZAPATA, NÚMERO 1019, COLONIA PROHOGAR, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO ELOTA Y RÍO SAN LORENZO"
1,2,2,1) MEXICALI,428,B,428 B,"DOMICILIO PARTICULAR, AVENIDA DEL COLEADERO, NÚMERO 1629, FRACCIONAMIENTO EL LIENZO PRIMERA SECCIÓN, CÓDIGO POSTAL 21258, MEXICALI BAJA CALIFORNIA, ENTRE CALLES MACRISTY DE HERMOSILLO Y GUADALUPE VICTORIA"
1,2,2,1) MEXICALI,428,C1,428 C1,"DOMICILIO PARTICULAR, AVENIDA DEL COLEADERO, NÚMERO 1629, FRACCIONAMIENTO EL LIENZO PRIMERA SECCIÓN, CÓDIGO POSTAL 21258, MEXICALI BAJA CALIFORNIA, ENTRE CALLES MACRISTY DE HERMOSILLO Y GUADALUPE VICTORIA"
1,3,2) MEXICALI,1) MEXICALI,429,B,429 B,"ESCUELA PRIMARIA JOSÉ MARÍA MORELOS Y PAVÓN, AVENIDA PLUTARCO ELÍAS CALLES, SIN NÚMERO, COLONIA BENITO JUÁREZ, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RÍO QUELITE"
1,3,2) MEXICALI,1) MEXICALI,429,C1,429 C1,"ESCUELA PRIMARIA JOSÉ MARÍA MORELOS Y PAVÓN, AVENIDA PLUTARCO ELÍAS CALLES, SIN NÚMERO, COLONIA BENITO JUÁREZ, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RÍO QUELITE"
1,3,2) MEXICALI,1) MEXICALI,430,B,430 B,"JARDÍN DE NIÑOS FRIDA KAHLO, CALLE RÍO ELOTA, SIN NÚMERO, COLONIA BENITO JUÁREZ, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA GENERAL PLUTARCO ELIAS CALLES Y GENERAL LUCIO BLANCO"
1,3,2) MEXICALI,1) MEXICALI,430,C1,430 C1,"JARDÍN DE NIÑOS FRIDA KAHLO, CALLE RÍO ELOTA, SIN NÚMERO, COLONIA BENITO JUÁREZ, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA GENERAL PLUTARCO ELIAS CALLES Y GENERAL LUCIO BLANCO"
1,3,2) MEXICALI,1) MEXICALI,431,B,431 B,"DOMICILIO PARTICULAR, AVENIDA MOLINO DEL REY, NÚMERO 320, COLONIA INSURGENTES ESTE, CÓDIGO POSTAL 21280, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE MARÍA TOMASA ESTÉVEZ Y CALLE MARÍA TERUEL DE VELASCO"
1,3,2) MEXICALI,1) MEXICALI,431,C1,431 C1,"DOMICILIO PARTICULAR, AVENIDA MOLINO DEL REY, NÚMERO 320, COLONIA INSURGENTES ESTE, CÓDIGO POSTAL 21280, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE MARÍA TOMASA ESTÉVEZ Y CALLE MARÍA TERUEL DE VELASCO"
1,3,2) MEXICALI,1) MEXICALI,432,B,432 B,"ESCUELA SECUNDARIA GENERAL NÚMERO 38 PRESIDENTE JOSÉ LÓPEZ PORTILLO, CALLE RÍO MOCORITO, SIN NÚMERO, COLONIA INDEPENDENCIA, CÓDIGO POSTAL 21290, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS FRANCISCO JAVIER MINA Y NICOLÁS ROMERO"
1,3,2) MEXICALI,1) MEXICALI,432,C1,432 C1,"ESCUELA SECUNDARIA GENERAL NÚMERO 38 PRESIDENTE JOSÉ LÓPEZ PORTILLO, CALLE RÍO MOCORITO, SIN NÚMERO, COLONIA INDEPENDENCIA, CÓDIGO POSTAL 21290, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS FRANCISCO JAVIER MINA Y NICOLÁS ROMERO"
1,3,2) MEXICALI,1) MEXICALI,433,B,433 B,"AUTOSERVICIO JIMÉNEZ, CALZADA INDEPENDENCIA, NÚMERO 1244, COLONIA BENITO JUÁREZ, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO PRESIDIO Y RÍO QUELITE"
1,3,2) MEXICALI,1) MEXICALI,433,C1,433 C1,"AUTOSERVICIO JIMÉNEZ, CALZADA INDEPENDENCIA, NÚMERO 1244, COLONIA BENITO JUÁREZ, CÓDIGO POSTAL 21250, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES RÍO PRESIDIO Y RÍO QUELITE"
1,2,2,1) MEXICALI,434,B,434 B,"ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA, CALZADA LUIS ECHEVERRÍA ÁLVAREZ OESTE, SIN NÚMERO, COLONIA AMPLIACIÓN INDEPENDENCIA, CÓDIGO POSTAL 21290, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS PUENTE CALDERÓN Y PEDRO MORENO"
